,,,,,,,,,,,,,,,,,,,, strut Time,strut time ,Tag Colours,Tag Colours,num of Struts,Distance to Hens category,distance to hens comments,Fights,copulation Tag Colours,copulation,copulation time,num copulations,OTHER FIGHTS AND COMMENTS
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35,1987-04-19,5:23,6:43,SYBILLE SPRINGS,Cole/Yannaccore,,12,Overcast,N,N,45,,,,,5:58,6,3,,6:02,6:07,Green,Purple,33,1,,,,,,,
,,,,,,,,,,,,,,,,6:17,16,2,10 males W of grass area where man activity,6:11,6:16,White,Blue,34,,,Wing fight w/unmarked - W/B won ,,,,,
,,,,,,,,,,,,,,,,6:29,14,3,Males are W of Greass area,6:31,6:34,Red,Orange,21,1,"5m of female, 2 females flew away when he strutted at them",,,,,,
,,,,,,,,,,,,,,,,6:43,16,8,Roosted,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36,1987-04-23,6:05,6:15,SYBILLE SPRINGS,MSB/EHM,,0,0,N,N,,No truck - (?) - unable to hold,,,,6:10,14,2,,,,,,,,,,Purple,Purple,,1,
,,,,,,,,,,,,,,,,6:15,17,2,1 male flew off SE,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,6:30,18,4,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,6:40,18,4,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37,1987-04-16,5:45,6:37,SYBILLE SPRINGS,Lindy G Heivel,,5 to 10,50,N,N,,,Sage bush little open ground,,,6:20,11,7,,6:30,6:35,Purple,Purple,39,1,,,,,,,"at 7:16 some males quit strutting and start feeding
7:36 lek pretty well deserted 
very widely scattered and spooky "
,,,,,,,,,,,,,,,,6:26,1,3,"Airess Creek, windy scattered",7:20,7:25,Orange,Purple,33,1,,,,,,,
,,,,,,,,,,,,,,,,6:33,14,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,6:47,18,12,Still scattered but coming together,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,6:51,23,16,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,Observed unmarked male with bleeding left air sac,,,,,,,,,,,,,
38,1987-04-29,5:30,6:15,SYBILLE SPRINGS,MSB,,0,0,N,N,50,,Dry,northern harrier,6:00,5:40,17,,,5:50,5:55,Purple,Purple,35,1,,,,,,,"6:00: N.Harrier flew up down, everyone but one stayed strutting for a minute. 6:15: P/P chased off another adult male -- female stood by P/P for a awhile then left when (rest cut off)"
,,,,,,,,,,,,,,,,5:47,19,,,6:27,6:32,Purple,Purple,3,2,,standoff with another male,,,,,
,,,,,,,,,,,,,,,,5:50,19,2,,6:34,6:39,Orange,,0,,,busy being chased around by other male,,,,,
,,,,,,,,,,,,,,,,6:02,25,2,,6:50,6:55,Orange ,Purple,29,1,,,,,,,
,,,,,,,,,,,,,,,,6:04,25,1,1 female flew off,6:57,7:02,Orange ,Purple,44,1,female was next to P/O for a minute or 2,,,,,,
,,,,,,,,,,,,,,,,6:15,25,2,,7:10,7:15,Orange,Purple,39,1,2m and I thought they might mate but then she walked off to P/P later,,,,,,
,,,,,,,,,,,,,,,,6:30,23,0,,5:07,5:12,White,Blue,0,,,,,,,,
39,1987-05-01,5:25,6:07,SYBILLE SPRINGS,MSB/EHM,,<5,<5,N,N,,,Dry,,,5:25,17,0,,5:07,5:12,Purple,Purple,0,,,,,,,,
,,,,,,,,,,,,,,,,5:30,20,0,,5:07,5:12,Orange ,Blue,0,,,,,,,,
,,,,,,,,,,,,,,,,5:35,23,0,,6:17,6:22,Orange,Purple,0,,,,,,,,
,,,,,,,,,,,,,,,,5:50,21,0,very little strutting activity,6:19,6:24,Purple,Purple,2,,,,,,,,
,,,,,,,,,,,,,,,,6:45,22,0,,6:35,6:40,Purple,Purple,3,,,,,,,,
,,,,,,,,,,,,,,,,6:46,25,0,,6:35,6:40,White,Blue,1,,,,,,,,
