"source","binder_pdf_page_number","year","month","day","arrival_time","observer","lek_name","trapping_activity","wind_mph","cloud_cover_percent_comments","snowing_status","raining_status","temp_f","other_weather_conditions","lek_ground_condition","predator_disturbance_type","predator_disturbance_time","type","left_tag_color","left_tag_number","left_tag_code","right_tag_color","right_tag_number","right_tag_code","age","observation_time","sunrise_time","time_start","time_end","num_of_struts","struts_5_min","distance_to_hens_category","distance_to_hens_notes","fights","num_of_copulations","breed","malaria","lice","other_fights_and_comments"
"binder, floppy","81","1990",4,30,"05:?","White","sybille_springs","none","0 to 5","3","no","no","20",NA,"? frost","golden eagle","5:40","strut","white red","1763","WR1763","green","1575","G1575","adult",NA,"6:06","6:20","6:25",0,0,"0",NA,NA,NA,"no",NA,NA,"6:09 - all birds down. 15 avocets, 5 sand pipers, 2 pairs wigeons, 2 pairs buffles. left 7: 20 ?, Page reads ""544"" in space allocated to record the time of sunrise"
"binder, floppy","83","1990",5,3,"5:30","Suzy Beauchaine","sybille_springs",NA,"5 to 10","60","no","no","35",NA,"clear",NA,NA,"strut","white red","1732","WR1732","yellow","1284","Y1284","adult",NA,"5:57","5:43","5:48",0,0,"3",NA,NA,NA,"no","no","no","5:51 dead silence. All but a few began eating after 6:00, Page reads ""542"" in space allocated to record the time of sunrise"
"binder, floppy","83","1990",5,3,"5:30","Suzy Beauchaine","sybille_springs",NA,"5 to 10","60","no","no","35",NA,"clear",NA,NA,"strut","white orange","1369","WO1369","blue","1627","B1627","adult",NA,"5:57","6:18","6:23",0,0,"0",NA,NA,NA,"no","yes","yes","5:51 dead silence. All but a few began eating after 6:00, Page reads ""542"" in space allocated to record the time of sunrise"
"binder, floppy","83","1990",5,3,"5:30","Suzy Beauchaine","sybille_springs",NA,"5 to 10","60","no","no","35",NA,"clear",NA,NA,"strut","white red","1762","WR1762","white","1415","W1415","adult",NA,"5:57","6:32","6:37",4,4,"0",NA,NA,NA,"no","yes","no","5:51 dead silence. All but a few began eating after 6:00, Page reads ""542"" in space allocated to record the time of sunrise"
"binder, floppy","85","1990",5,6,"5:25","Suzy Beauchaine","sybille_springs","spotlighting","5 to 10","0","no","no","35",NA,NA,NA,NA,"strut","white red","1762","WR1762","white","1415","W1415","adult",NA,"6:53","5:39","5:44",0,0,"3",NA,"w/o tape W: r/tape, W won",NA,"no","yes","no","Page reads ""541"" in space allocated to record the time of sunrise"
"binder, floppy","85","1990",5,6,"5:25","Suzy Beauchaine","sybille_springs","spotlighting","5 to 10","0","no","no","35",NA,NA,NA,NA,"strut","white orange","1319","WO1319","white","1414","W1414","adult",NA,"6:53","5:51","5:56",9,9,"2",NA,"2 fights with  UNK. (OW) won both",NA,"no","no","no","Page reads ""541"" in space allocated to record the time of sunrise"
"binder, floppy","85","1990",5,6,"5:25","Suzy Beauchaine","sybille_springs","spotlighting","5 to 10","0","no","no","35",NA,NA,NA,NA,"strut","white orange","1369","WO1369","blue","1627","B1627","adult",NA,"6:53","5:45","5:50",11,11,"1",NA,NA,NA,"no","yes","yes","Page reads ""541"" in space allocated to record the time of sunrise"
"binder, floppy","85","1990",5,6,"5:25","Suzy Beauchaine","sybille_springs","spotlighting","5 to 10","0","no","no","35",NA,NA,NA,NA,"strut","white red","1732","WR1732","yellow","1284","Y1284","adult",NA,"6:53","5:55","6:00",22,22,"2",NA,NA,NA,"no","no","no","Page reads ""541"" in space allocated to record the time of sunrise"
"binder, floppy","85","1990",5,6,"5:25","Suzy Beauchaine","sybille_springs","spotlighting","5 to 10","0","no","no","35",NA,NA,NA,NA,"strut","white blue","1668","WB1668","red","1727","R1727","adult",NA,"6:53","6:16","6:21",0,0,"3",NA,NA,NA,"no","yes","no","Page reads ""541"" in space allocated to record the time of sunrise"
"binder, floppy","86","1990",5,8,"5:28","Suzy Beauchaine","sybille_springs",NA,"10 to 15","80","no","no","28",NA,"clear","golden eagle","6:18","strut","white orange","1369","WO1369","blue","1627","B1627","adult",NA,"5:50","5:37","5:42",2,2,"3",NA,"Run off by three males",NA,"no","yes","yes","At 5:28 arrival, there was the most activity I've seen. Groups of males ganging up on one or two others chasing them away. It was hard watching  a marked bird becuase he'd become entangled with others and they were moving very quickly. At about 5:45. they had seemed to chase each other off leaving the remaining birds eating and sitting still. At 6:31, all birds but one (O tape B), who just beagn struting, flushed for unknown reasons?! ! I'm so confused, Page reads ""540"" in space allocated to record the time of sunrise"
"binder, floppy","86","1990",5,8,"5:28","Suzy Beauchaine","sybille_springs",NA,"10 to 15","80","no","no","28",NA,"clear","golden eagle","6:18","strut","white red","1762","WR1762","white","1415","W1415","adult",NA,"5:50","5:43","5:48",0,0,"3",NA,NA,NA,"no","yes","no","At 5:28 arrival, there was the most activity I've seen. Groups of males ganging up on one or two others chasing them away. It was hard watching  a marked bird becuase he'd become entangled with others and they were moving very quickly. At about 5:45. they had seemed to chase each other off leaving the remaining birds eating and sitting still. At 6:31, all birds but one (O tape B), who just beagn struting, flushed for unknown reasons?! ! I'm so confused, Page reads ""540"" in space allocated to record the time of sunrise"
"binder, floppy","87","1990",5,10,"5:25","Suzy Beauchaine","sybille_springs",NA,"0 to 5","0","no","no","22",NA,"patchy snow",NA,NA,"strut","white red","1732","WR1732","yellow","1284","Y1284","adult",NA,"5:48","5:37","5:42",34,34,"1",NA,"Very difficult to see Y tag",NA,"no","no","no","Birds widely scattered, Page reads ""539"" in space allocated to record the time of sunrise"
"binder, floppy","87","1990",5,10,"5:25","Suzy Beauchaine","sybille_springs",NA,"0 to 5","0","no","no","22",NA,"patchy snow",NA,NA,"strut","white blue","1668","WB1668","red","1727","R1727","adult",NA,"5:48","4:44","4:49",17,17,"1",NA,"Chased off unm male",NA,"no","yes","no","Birds widely scattered, Page reads ""539"" in space allocated to record the time of sunrise"
"binder, floppy","87","1990",5,10,"5:25","Suzy Beauchaine","sybille_springs",NA,"0 to 5","0","no","no","22",NA,"patchy snow",NA,NA,"strut","white orange","1319","WO1319","white","1414","W1414","adult",NA,"5:48","5:51","5:56",30,30,"2",NA,NA,NA,"no","no","no","Birds widely scattered, Page reads ""539"" in space allocated to record the time of sunrise"
"binder, floppy","87","1990",5,10,"5:25","Suzy Beauchaine","sybille_springs",NA,"0 to 5","0","no","no","22",NA,"patchy snow",NA,NA,"strut","white orange","1369","WO1369","blue","1627","B1627","adult",NA,"5:48","5:51","5:56",26,26,"2",NA,NA,NA,"no","yes","yes","Birds widely scattered, Page reads ""539"" in space allocated to record the time of sunrise"
"binder, floppy","88","1990",5,13,"5:22","Suzy Beauchaine","sybille_springs",NA,"5 to 10","95","no","no","37",NA,"clear",NA,NA,"strut","white red","1762","WR1762","white","1415","W1415","adult",NA,"5:45","5:46","5:51",0,0,"3",NA,NA,NA,"no","yes","no","Light rain 5:38 off and on, Page reads ""537"" in space allocated to record the time of sunrise"
"binder, floppy","88","1990",5,13,"5:22","Suzy Beauchaine","sybille_springs",NA,"5 to 10","95","no","no","37",NA,"clear",NA,NA,"strut","white orange","1369","WO1369","blue","1627","B1627","adult",NA,"5:45","5:56","6:01",0,0,"3",NA,NA,NA,"no","yes","yes","Light rain 5:38 off and on, Page reads ""537"" in space allocated to record the time of sunrise"
"binder, floppy","88","1990",5,13,"5:22","Suzy Beauchaine","sybille_springs",NA,"5 to 10","95","no","no","37",NA,"clear",NA,NA,"strut","white blue","1668","WB1668","red","1727","R1727","adult",NA,"5:45","6:19","6:24",26,26,"3",NA,NA,NA,"no","yes","no","Light rain 5:38 off and on, Page reads ""537"" in space allocated to record the time of sunrise"
"binder, floppy","89","1990",5,15,"5:39","White","sybille_springs","none","10 to 15","100","no","no","40",NA,"clear",NA,NA,"strut","white orange","1369","WO1369","blue","1627","B1627","adult",NA,"6:00","5:52","5:57",3,3,"3",NA,"chased off ?",NA,"no","yes","yes","6:12 - rain, gust wind, temp down. 6:17 - WO + WB flew. WG -> WO1305. WO1305 -> WB 1626. left 6:55 - both hens smoved of lek, WG just sitting, Page reads ""536"" in space allocated to record the time of sunrise"
"binder, floppy","77","1990",4,22,"5:55","Suzy Beauchaine","sybille_springs",NA,"0 to 5","75","no","no","40",NA,"dry, clear",NA,NA,"strut","white blue","1668","WB1668","red","1727","R1727","adult",NA,"6:14","6:09","6:11",29,29,"1",NA,NA,NA,"no","yes","no","Unm cop. began and ended w/two other unm. males attacking him, Page reads ""548"" in space allocated to record the time of sunrise"
"binder, floppy","86","1990",5,8,"5:28","Suzy Beauchaine","sybille_springs",NA,"10 to 15","80","no","no","28",NA,"clear","golden eagle","6:18","strut","white green","1573","WG1573","red","1761","R1761","adult",NA,"5:50","5:50","5:55",0,0,"3",NA,"Run off by B tape",NA,"no","no","no","At 5:28 arrival, there was the most activity I've seen. Groups of males ganging up on one or two others chasing them away. It was hard watching  a marked bird becuase he'd become entangled with others and they were moving very quickly. At about 5:45. they had seemed to chase each other off leaving the remaining birds eating and sitting still. At 6:31, all birds but one (O tape B), who just beagn struting, flushed for unknown reasons?! ! I'm so confused, Page reads ""540"" in space allocated to record the time of sunrise"
"binder, floppy","87","1990",5,10,"5:25","Suzy Beauchaine","sybille_springs",NA,"0 to 5","0","no","no","22",NA,"patchy snow",NA,NA,"strut","white green","1514","WG1514","white","1480","W1480","adult",NA,"5:48","6:21","6:26",23,23,"3",NA,"Chased off unm male",NA,"no","no","no","Birds widely scattered, Page reads ""539"" in space allocated to record the time of sunrise"
"binder, floppy","88","1990",5,13,"5:22","Suzy Beauchaine","sybille_springs",NA,"5 to 10","95","no","no","37",NA,"clear",NA,NA,"strut","white orange","1319","WO1319","white","1414","W1414","adult",NA,"5:45","5:56","6:01",28,28,"3",NA,NA,NA,"no","no","no","Light rain 5:38 off and on, Page reads ""537"" in space allocated to record the time of sunrise"
"binder, floppy","6","1989",3,6,"5:24","White/Wendalt","cordingly","none","calm","60","no","no",NA,NA,"clear",NA,NA,"strut","red","196","R196","red","108","R108","adult",NA,"5:59","5:42","5:47",31,31,"1",NA,NA,NA,"no","no",NA,"5:47 - coyote howling. Males chasing females to E of lek; (males) 1 adult and 1 juvenile (R/R). Ferrig 2 raptors in tree behind lek. Left 6:30"
"binder, floppy","7","1989",4,7,"5:42","White/Berton","cordingly","none","30 (gusts to 60)","85","no","no",NA,NA,"clear",NA,NA,"strut","orange","66","O66","purple","556","P556","adult",NA,"6:36","6:23","6:28",0,0,"0",NA,"Insignificant standoff with UM male",NA,"no","no",NA,"Comments showing relative position of birds on lek (drawn) with tags: B/B, UM, UM, O/O moving east to west. Female wandered in 6:45, (?) out at 06... Juvenile chased off. Females left at 7:05, we left 7:06."
"binder, floppy","7","1989",4,7,"5:42","White/Berton","cordingly","none","30 (gusts to 60)","85","no","no",NA,NA,"clear",NA,NA,"strut","blue","265","B265","blue","264","B264","adult",NA,"6:36","6:37","6:43",8,7,"0",NA,NA,NA,"no","no",NA,"Comments showing relative position of birds on lek (drawn) with tags: B/B, UM, UM, O/O moving east to west. Female wandered in 6:45, (?) out at 06... Juvenile chased off. Females left at 7:05, we left 7:06."
"binder, floppy","7","1989",4,7,"5:42","White/Berton","cordingly","none","30 (gusts to 60)","85","no","no",NA,NA,"clear",NA,NA,"strut","orange","66","O66","purple","556","P556","adult",NA,"6:36","6:39","6:43",24,24,"0",NA,NA,NA,"no","no",NA,"Comments showing relative position of birds on lek (drawn) with tags: B/B, UM, UM, O/O moving east to west. Female wandered in 6:45, (?) out at 06... Juvenile chased off. Females left at 7:05, we left 7:06."
"binder, floppy","7","1989",4,7,"5:42","White/Berton","cordingly","none","30 (gusts to 60)","85","no","no",NA,NA,"clear",NA,NA,"strut","blue","265","B265","blue","264","B264","adult",NA,"6:36","6:55","7:00",31,31,"2",NA,"Females leaving lek",NA,"no","no",NA,"Comments showing relative position of birds on lek (drawn) with tags: B/B, UM, UM, O/O moving east to west. Female wandered in 6:45, (?) out at 06... Juvenile chased off. Females left at 7:05, we left 7:06."
"binder, floppy","7","1989",4,7,"5:42","White/Berton","cordingly","none","30 (gusts to 60)","85","no","no",NA,NA,"clear",NA,NA,"strut","orange","66","O66","purple","556","P556","adult",NA,"6:36","6:55","7:00",33,33,"2",NA,"Females leaving lek",NA,"no","no",NA,"Comments showing relative position of birds on lek (drawn) with tags: B/B, UM, UM, O/O moving east to west. Female wandered in 6:45, (?) out at 06... Juvenile chased off. Females left at 7:05, we left 7:06."
"binder, floppy","1","1989",3,31,"5:45","White/Wilson","south_fetterman","none","25 to 30","35","no","no",NA,NA,"clear",NA,NA,"strut","orange",NA,"o","green",NA,"g",NA,NA,"5:54","6:03","6:08",28,28,"1",NA,NA,NA,NA,NA,NA,"Went to WD late - 6 males flushed as we approached. W adjacent to breeding male. At 6:39 - 12 females flushed + 2 more in sagebrush. Left at 6:40"
"binder, floppy","2","1989",5,2,"6:15","MSB","south_fetterman","none","5 to 10","30",NA,NA,NA,NA,"dry",NA,NA,"strut","red",NA,"r","green",NA,"g",NA,NA,"6:00","6:47","6:52",25,25,"1",NA,"Following hen across lek",NA,NA,NA,NA,NA
"binder, floppy","40","1989",3,19,"5:34","White","long_lake","none","calm","100","light","0",NA,NA,"snow covered",NA,NA,"strut","blue","207","B207","blue","206","B206","adult",NA,"6:13","6:50","6:55",17,17,"0",NA,NA,NA,"no","no",NA,"5:54 - 67 total birds, at least 5. Very scattered - along shore of lake to base of mtns. Left after 7:12 observation"
"binder, floppy","42","1989",3,22,"3:30/5:36","White/Burton","long_lake","spotlighting","20 to 30","40","no","no",NA,NA,"clear, full moon pm before",NA,NA,"strut","red","150","R150","white","471","W471","adult",NA,"6:16","6:04","6:09",34,34,"0",NA,"w/G/B - UM",NA,"no","no",NA,"Left 6:50"
"binder, floppy","42","1989",3,22,"3:30/5:36","White/Burton","long_lake","spotlighting","20 to 30","40","no","no",NA,NA,"clear, full moon pm before",NA,NA,"strut","green","375","G375","blue","281","B281","adult",NA,"6:16","6:07","6:12",0,0,"0",NA,"Fight b/w R/W - R/W won; G/B chased off lek",NA,"no","no",NA,"Left 6:50"
"binder, floppy","42","1989",3,22,"3:30/5:36","White/Burton","long_lake","spotlighting","20 to 30","40","no","no",NA,NA,"clear, full moon pm before",NA,NA,"strut","red",NA,"r","green",NA,"g",NA,NA,"6:16","6:20","6:25",14,14,"0",NA,NA,NA,"no","no",NA,"Left 6:50"
"binder, floppy","42","1989",3,22,"3:30/5:36","White/Burton","long_lake","spotlighting","20 to 30","40","no","no",NA,NA,"clear, full moon pm before",NA,NA,"strut","red","105","R105","red","106","R106","adult",NA,"6:16","6:20","6:25",14,14,"2",NA,"Female wandering by",NA,"no","no",NA,"Left 6:50"
"binder, floppy","43","1989",4,3,"5:40","White","long_lake","none","20 to 30, gusts to 60","95","no","no",NA,NA,"clear","golden eagle","7 - all hens flew - only 10 males left","strut","red",NA,"r","orange",NA,"o",NA,NA,"6:43","6:49","6:54",21,21,"1",NA,NA,NA,"no","no",NA,"Predator disturbance - all hens flew - only 10 males left. ~ 10 birds (males) flew back 7:10. Golden eagle perched just beyond lek. 2 hen cluster - 1 @ 4 males (including RO), the other at 1 male. Left 7:48"
"binder, floppy","43","1989",4,3,"5:40","White","long_lake","none","20 to 30, gusts to 60","95","no","no",NA,NA,"clear","golden eagle","7 - all hens flew - only 10 males left","strut","yellow","1116","Y1116","yellow","1118","Y1118","adult",NA,"6:43","6:55",NA,17,17,"1",NA,"Female wandering by, standoff and wing beat w/ UM male",NA,"no","no","no","Predator disturbance - all hens flew - only 10 males left. ~ 10 birds (males) flew back 7:10. Golden eagle perched just beyond lek. 2 hen cluster - 1 @ 4 males (including RO), the other at 1 male. Left 7:48"
"binder, floppy","45","1989",4,16,"5:21","White/Slubile","long_lake","none","15","50","no","no",NA,NA,"clear","set up net at 7:15",NA,"strut","orange","1317","O1317","white","1439","W1439","adult",NA,"6:04","6:26","6:31",28,28,"2",NA,NA,NA,"no","no","no","B/ R or P?"
"binder","45","1989",4,16,"5:21","White/Slubile","long_lake","none","15","50","no","no",NA,NA,"clear","set up net at 7:15",NA,"copulation","unmarked",NA,NA,NA,NA,NA,NA,NA,"6:04",NA,NA,NA,NA,NA,NA,NA,1,"yes",NA,NA,"B/ R or P?"
"binder","45","1989",4,16,"5:21","White/Slubile","long_lake","none","15","50","no","no",NA,NA,"clear","set up net at 7:15",NA,"strut","green",NA,NA,NA,NA,NA,NA,NA,"6:04","6:28","6:33",0,0,"3",NA,"- juvenile",NA,NA,NA,NA,"B/ R or P?"
"binder, floppy","45","1989",4,16,"5:21","White/Slubile","long_lake","none","15","50","no","no",NA,NA,"clear","set up net at 7:15",NA,"strut","blue","950","B950","white","658","W658","adult",NA,"6:04","6:35","6:40",6,6,"2",NA,NA,NA,"no","no","no","B/ R or P?"
"binder","45","1989",4,16,"5:21","White/Slubile","long_lake","none","15","50","no","no",NA,NA,"clear","set up net at 7:15",NA,"strut","blue",NA,NA,NA,NA,NA,NA,NA,"6:04","6:37","6:42",29,29,"3",NA,NA,NA,NA,NA,NA,"B/ R or P?"
"binder","45","1989",4,16,"5:21","White/Slubile","long_lake","none","15","50","no","no",NA,NA,"clear","set up net at 7:15",NA,"strut","green",NA,NA,NA,NA,NA,NA,NA,"6:04","6:44","6:49",5,5,"3",NA,NA,NA,NA,NA,NA,"B/ R or P?"
"binder, floppy","45","1989",4,16,"5:21","White/Slubile","long_lake","none","15","50","no","no",NA,NA,"clear","set up net at 7:15",NA,"strut","green","305","G305","green","304","G304","adult",NA,"6:04","6:53","6:58",1,1,"3",NA,"standoff with UM male",NA,"no","no",NA,"B/ R or P?"
"binder","45","1989",4,16,"5:21","White/Slubile","long_lake","none","15","50","no","no",NA,NA,"clear","set up net at 7:15",NA,"strut","red",NA,NA,NA,NA,NA,NA,NA,"6:04",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"B/ R or P?"
"binder, floppy","45","1989",4,16,"5:21","White/Slubile","long_lake","none","15","50","no","no",NA,NA,"clear","set up net at 7:15",NA,"strut","blue","948","B948","yellow","1142","Y1142","adult",NA,"6:04","7:01","7:06",11,11,"1","11 - 16 - hen walked by",NA,NA,"no","no","no","B/ R or P?"
"binder","46","1989",4,17,"5:45","White/Burton","long_lake","canon netting","calm","clear","no","no",NA,"Heavy fog","clear",NA,NA,"strut","yellow",NA,NA,"yellow",NA,NA,NA,NA,"6:04",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"binder, floppy","47","1989",4,18,"4:30","White/Cole","long_lake","spotlighting",NA,"1","no","no",NA,NA,"clear","?","none birds flew","strut","green","1084","G1084","red","883","R883","adult",NA,"6:03","6:47","6:57",17,8,"3",NA,NA,NA,"no","no","no","2 breeding centers on lek 1 w/2 hens 1w/7. All hens gone by 7:01. Left ~7:05 (written at top of page). Swift fox (written at top of page)"
"binder","47","1989",4,18,"4:30","White/Cole","long_lake","spotlighting",NA,"1","no","no",NA,NA,"clear","?","none birds flew","copulation","unmarked",NA,NA,NA,NA,NA,NA,NA,"6:03",NA,NA,NA,NA,NA,NA,NA,2,"yes",NA,NA,"2 breeding centers on lek 1 w/2 hens 1w/7. All hens gone by 7:01. Left ~7:05 (written at top of page). Swift fox (written at top of page)"
"binder, floppy","47","1989",4,18,"4:30","White/Cole","long_lake","spotlighting",NA,"1","no","no",NA,NA,"clear","?","none birds flew","strut","blue","948","B948","yellow","1142","Y1142","adult",NA,"6:03","6:12","6:17",28,28,"1",NA,"Chased UM male",NA,"no","no","no","2 breeding centers on lek 1 w/2 hens 1w/7. All hens gone by 7:01. Left ~7:05 (written at top of page). Swift fox (written at top of page)"
"binder, floppy","47","1989",4,18,"4:30","White/Cole","long_lake","spotlighting",NA,"1","no","no",NA,NA,"clear","?","none birds flew","strut","red","843","R843","blue","1611","B1611","adult",NA,"6:03","6:10","6:15",19,19,"3",NA,"(?)",NA,"no","no","no","2 breeding centers on lek 1 w/2 hens 1w/7. All hens gone by 7:01. Left ~7:05 (written at top of page). Swift fox (written at top of page)"
"binder, floppy","47","1989",4,18,"4:30","White/Cole","long_lake","spotlighting",NA,"1","no","no",NA,NA,"clear","?","none birds flew","strut","red","150","R150","white","471","W471","adult",NA,"6:03","6:20","6:25",31,31,"1",NA,NA,NA,"no","no",NA,"2 breeding centers on lek 1 w/2 hens 1w/7. All hens gone by 7:01. Left ~7:05 (written at top of page). Swift fox (written at top of page)"
"binder, floppy","47","1989",4,18,"4:30","White/Cole","long_lake","spotlighting",NA,"1","no","no",NA,NA,"clear","?","none birds flew","strut","red","887","R887","green","1098","G1098","adult",NA,"6:03","6:49","6:54",4,4,"3",NA,NA,NA,"no","no","no","2 breeding centers on lek 1 w/2 hens 1w/7. All hens gone by 7:01. Left ~7:05 (written at top of page). Swift fox (written at top of page)"
"binder, floppy","47","1989",4,18,"4:30","White/Cole","long_lake","spotlighting",NA,"1","no","no",NA,NA,"clear","?","none birds flew","strut","yellow",NA,"Y","green","381","G381","adult",NA,"6:03","6:20","6:25",14,14,"3",NA,NA,NA,"no","no","no","2 breeding centers on lek 1 w/2 hens 1w/7. All hens gone by 7:01. Left ~7:05 (written at top of page). Swift fox (written at top of page)"
"binder, floppy","50","1989",4,27,"5:51","White/?/Kleene","long_lake","spotlighting","5 to 10","90","no","no","~40","stormy","clear",NA,NA,"strut","yellow","1116","Y1116","yellow","1118","Y1118","adult",NA,"6:10","6:13","6:18",0,0,"3",NA,NA,NA,"no","no","no","6:41 - Female wandered off, lek drifted towards lake. Left 7:00 (written at top of page)"
"binder, floppy","50","1989",4,27,"5:51","White/?/Kleene","long_lake","spotlighting","5 to 10","90","no","no","~40","stormy","clear",NA,NA,"strut","blue","948","B948","yellow","1142","Y1142","adult",NA,"6:10","6:13","6:18",0,0,"3",NA,NA,NA,"no","no","no","6:41 - Female wandered off, lek drifted towards lake. Left 7:00 (written at top of page)"
"binder, floppy","50","1989",4,27,"5:51","White/?/Kleene","long_lake","spotlighting","5 to 10","90","no","no","~40","stormy","clear",NA,NA,"strut","red","150","R150","white","471","W471","adult",NA,"6:10","6:24","6:29",16,16,"2","female wandered within 10 m","Wing fight w/UM male",NA,"no","no",NA,"6:41 - Female wandered off, lek drifted towards lake. Left 7:00 (written at top of page)"
"binder, floppy","50","1989",4,27,"5:51","White/?/Kleene","long_lake","spotlighting","5 to 10","90","no","no","~40","stormy","clear",NA,NA,"strut","blue","993","B993","green","1051","G1051","adult",NA,"6:10","6:38","6:43",25,25,"2",NA,NA,NA,"no","no",NA,"6:41 - Female wandered off, lek drifted towards lake. Left 7:00 (written at top of page)"
"binder, floppy","52","1989",5,2,"5:40","White","long_lake","none","5 to 10","90","no","no",NA,"Occassional sleet","clear","prairie falcon","7:06","strut","white","470","W470","orange","31","O31","adult",NA,"6:00","5:49","5:54",39,39,"1",NA,"This years bird",NA,"no","no",NA,"Drawing show relative locations of birds on scan. Y/Y in standoff w/UM male most of morning. Left 7:20 (written at top of page). Swainson's hawks flew over - grouse not disturbed.  Sunrise seen behind clouds at 6:05. Prairie hawk came back and dove at birds 7:07, came back again and dove at 7:0(?), birds sat still, birds not disturbed."
"binder","52","1989",5,2,"5:40","White","long_lake","none","5 to 10","90","no","no",NA,"Occassional sleet","clear","prairie falcon","7:06","copulation","unmarked",NA,NA,NA,NA,NA,NA,NA,"6:00",NA,NA,NA,NA,NA,NA,NA,1,"yes",NA,NA,"Drawing show relative locations of birds on scan. Y/Y in standoff w/UM male most of morning. Left 7:20 (written at top of page). Swainson's hawks flew over - grouse not disturbed.  Sunrise seen behind clouds at 6:05. Prairie hawk came back and dove at birds 7:07, came back again and dove at 7:0(?), birds sat still, birds not disturbed."
"binder, floppy","52","1989",5,2,"5:40","White","long_lake","none","5 to 10","90","no","no",NA,"Occassional sleet","clear","prairie falcon","7:06","strut","yellow","1116","Y1116","yellow","1118","Y1118","adult",NA,"6:00","5:55","6:00",0,0,"3",NA,"Standoff w/UM male",NA,"no","no","no","Drawing show relative locations of birds on scan. Y/Y in standoff w/UM male most of morning. Left 7:20 (written at top of page). Swainson's hawks flew over - grouse not disturbed.  Sunrise seen behind clouds at 6:05. Prairie hawk came back and dove at birds 7:07, came back again and dove at 7:0(?), birds sat still, birds not disturbed."
"binder, floppy","52","1989",5,2,"5:40","White","long_lake","none","5 to 10","90","no","no",NA,"Occassional sleet","clear","prairie falcon","7:06","strut","blue","948","B948","yellow","1142","Y1142","adult",NA,"6:00","6:00","6:05",28,28,"1",NA,NA,NA,"no","no","no","Drawing show relative locations of birds on scan. Y/Y in standoff w/UM male most of morning. Left 7:20 (written at top of page). Swainson's hawks flew over - grouse not disturbed.  Sunrise seen behind clouds at 6:05. Prairie hawk came back and dove at birds 7:07, came back again and dove at 7:0(?), birds sat still, birds not disturbed."
"binder, floppy","52","1989",5,2,"5:40","White","long_lake","none","5 to 10","90","no","no",NA,"Occassional sleet","clear","prairie falcon","7:06","strut","white","438","W438","blue","248","B248","adult",NA,"6:00","6:05","6:10",17,17,"2",NA,"Wingbeat w/UM male - won!",NA,"no","no",NA,"Drawing show relative locations of birds on scan. Y/Y in standoff w/UM male most of morning. Left 7:20 (written at top of page). Swainson's hawks flew over - grouse not disturbed.  Sunrise seen behind clouds at 6:05. Prairie hawk came back and dove at birds 7:07, came back again and dove at 7:0(?), birds sat still, birds not disturbed."
"binder, floppy","52","1989",5,2,"5:40","White","long_lake","none","5 to 10","90","no","no",NA,"Occassional sleet","clear","prairie falcon","7:06","strut","blue","993","B993","green","1051","G1051","adult",NA,"6:00","6:12","6:17",27,27,"3",NA,NA,NA,"no","no",NA,"Drawing show relative locations of birds on scan. Y/Y in standoff w/UM male most of morning. Left 7:20 (written at top of page). Swainson's hawks flew over - grouse not disturbed.  Sunrise seen behind clouds at 6:05. Prairie hawk came back and dove at birds 7:07, came back again and dove at 7:0(?), birds sat still, birds not disturbed."
"binder, floppy","52","1989",5,2,"5:40","White","long_lake","none","5 to 10","90","no","no",NA,"Occassional sleet","clear","prairie falcon","7:06","strut","blue","950","B950","white","658","W658","adult",NA,"6:00","6:20","6:25",13,13,"2",NA,NA,NA,"no","no","no","Drawing show relative locations of birds on scan. Y/Y in standoff w/UM male most of morning. Left 7:20 (written at top of page). Swainson's hawks flew over - grouse not disturbed.  Sunrise seen behind clouds at 6:05. Prairie hawk came back and dove at birds 7:07, came back again and dove at 7:0(?), birds sat still, birds not disturbed."
"binder","53","1989",5,3,"5:45","White/Kuchen/Heup","long_lake","none","10 to 15","40","no","no",NA,NA,"clear","?","6:11","strut","blue",NA,NA,"yellow",NA,NA,NA,NA,"5:56","6:00","6:05",20,20,"1",NA,"chased off UM",NA,NA,NA,NA,"6:39 - hens wandered off. 6:45 - after predator disturbance, remaining birds flew. Left 6:45"
"binder, floppy","53","1989",5,3,"5:45","White/Kuchen/Heup","long_lake","none","10 to 15","40","no","no",NA,NA,"clear","?","6:11","strut","white","438","W438","blue","248","B248","adult",NA,"5:56","6:01","6:06",30,30,"1",NA,NA,NA,"no","no",NA,"6:39 - hens wandered off. 6:45 - after predator disturbance, remaining birds flew. Left 6:45"
"binder, floppy","53","1989",5,3,"5:45","White/Kuchen/Heup","long_lake","none","10 to 15","40","no","no",NA,NA,"clear","?","6:11","strut","white","470","W470","orange","31","O31","adult",NA,"5:56","6:17","6:22",0,0,"3",NA,NA,NA,"no","no",NA,"6:39 - hens wandered off. 6:45 - after predator disturbance, remaining birds flew. Left 6:45"
"binder","54","1989",5,4,"5:34","White","long_lake","none","15 to 20","98","no","no","33","occasional snow showers","clear",NA,NA,"copulation","red blue",NA,NA,"blue",NA,NA,NA,NA,"6:03",NA,NA,NA,NA,NA,NA,NA,1,"yes",NA,NA,"At one point were 7 hens present. At 7:14 ~20 birds flew. On rop spot, we rocket netted 2x. Left 7:30."
